repo,package,release_tag,release_name,release_date_utc,asset_original_name,saved_filename,download_url,content_type,size_bytes
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.3.6,v8.3.6,2023-09-22T19:30:56+00:00,PersianCalendar-8.3.6-main-7604-40204a3fa-minApi17-release.apk,v8.3.6.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.3.6/PersianCalendar-8.3.6-main-7604-40204a3fa-minApi17-release.apk,application/vnd.android.package-archive,3833638
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.3.1,v8.3.1,2023-06-14T18:54:45+00:00,PersianCalendar-8.3.1-main-7256-f495321a0-minApi17-release.apk,v8.3.1.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.3.1/PersianCalendar-8.3.1-main-7256-f495321a0-minApi17-release.apk,application/vnd.android.package-archive,3808491
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.3.0,v8.3.0,2023-06-12T08:58:26+00:00,PersianCalendar-8.3.0-main-7246-73d7d1b71-minApi17-release.apk,v8.3.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.3.0/PersianCalendar-8.3.0-main-7246-73d7d1b71-minApi17-release.apk,application/vnd.android.package-archive,3808032
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.2.5,v8.2.5,2023-06-05T11:02:47+00:00,PersianCalendar-8.2.5-main-7204-5c0d44a6b-minApi17-release.apk,v8.2.5.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.2.5/PersianCalendar-8.2.5-main-7204-5c0d44a6b-minApi17-release.apk,application/vnd.android.package-archive,3805196
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.1.5,v8.1.5,2023-05-09T14:31:33+00:00,PersianCalendar-8.1.5-main-7100-b09f82c88-minApi17-release.apk,v8.1.5.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.1.5/PersianCalendar-8.1.5-main-7100-b09f82c88-minApi17-release.apk,application/vnd.android.package-archive,3793430
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.1.0,v8.1.0,2023-04-29T13:01:57+00:00,PersianCalendar-8.1.0-main-7024-d33e5602f-minApi17-release.apk,v8.1.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.1.0/PersianCalendar-8.1.0-main-7024-d33e5602f-minApi17-release.apk,application/vnd.android.package-archive,3781119
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.0.1,v8.0.1,2023-04-22T20:52:03+00:00,PersianCalendar-8.0.1-main-6956-b9bd5e7ec-minApi17-release.apk,v8.0.1.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.0.1/PersianCalendar-8.0.1-main-6956-b9bd5e7ec-minApi17-release.apk,application/vnd.android.package-archive,3774683
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v8.0.0,v8.0.0,2023-04-22T14:29:31+00:00,PersianCalendar-8.0.0-main-6947-b227a43e2-minApi17-release.apk,v8.0.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v8.0.0/PersianCalendar-8.0.0-main-6947-b227a43e2-minApi17-release.apk,application/vnd.android.package-archive,3774670
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.9.5,v7.9.5,2023-03-23T16:31:36+00:00,PersianCalendar-7.9.5-main-6647-104a31168-minApi17-release.apk,v7.9.5.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.9.5/PersianCalendar-7.9.5-main-6647-104a31168-minApi17-release.apk,application/vnd.android.package-archive,3719417
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.9.0,v7.9.0,2023-03-17T19:40:09+00:00,PersianCalendar-7.9.0-main-6608-4dbf8bed8-minApi17-release.apk,v7.9.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.9.0/PersianCalendar-7.9.0-main-6608-4dbf8bed8-minApi17-release.apk,application/vnd.android.package-archive,3703530
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.8.5,v7.8.5,2023-02-01T08:08:33+00:00,PersianCalendar-7.8.5-main-6548-0702ee630-minApi17-release.apk,v7.8.5.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.8.5/PersianCalendar-7.8.5-main-6548-0702ee630-minApi17-release.apk,application/vnd.android.package-archive,3600849
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.8.0,v7.8.0,2022-10-15T13:33:59+00:00,PersianCalendar-7.8.0-main-6402-a50e22ee4-minApi17-release.apk,v7.8.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.8.0/PersianCalendar-7.8.0-main-6402-a50e22ee4-minApi17-release.apk,application/vnd.android.package-archive,3485231
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.7.0,v7.7.0,2022-06-29T22:57:37+00:00,PersianCalendar-7.7.0-main-6218-a38e680e7-minApi17-release.apk,v7.7.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.7.0/PersianCalendar-7.7.0-main-6218-a38e680e7-minApi17-release.apk,application/vnd.android.package-archive,3411764
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.6.5,v7.6.5,2022-05-22T21:32:28+00:00,PersianCalendar-7.6.5-main-6160-811f0c8cc-minApi17-release.apk,v7.6.5.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.6.5/PersianCalendar-7.6.5-main-6160-811f0c8cc-minApi17-release.apk,application/vnd.android.package-archive,3398620
persian-calendar/persian-calendar,com.byagowi.persiancalendar,v7.6.0,v7.6.0,2022-05-01T19:13:05+00:00,PersianCalendar-7.6.0-main-6073-7e58478dc-minApi17-release.apk,v7.6.0.apk,https://github.com/persian-calendar/persian-calendar/releases/download/v7.6.0/PersianCalendar-7.6.0-main-6073-7e58478dc-minApi17-release.apk,application/vnd.android.package-archive,3392298
